SiteID,FieldWetlandType,FieldVeldAge,FieldAliensWithin20m,Latitude,Longitude,PairID,RecordingNum,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandType,LandCoverClass,ElevationClass,FireClass
s2lam127_231025,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.470573,20.639655,443,852,23,10,25,"Dry season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam130_230725,"Not available","Not available","Not available",-33.4706,20.6396,443,1014,23,7,25,"Wet season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam057_231011,"In or near (25 m) wetland","Not available","None",-34.293432,18.428152,442,171,23,10,11,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam073_230710,"Not available","Not available","Not available",-34.293436,18.4282,442,573,23,7,10,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam087_230726,"Not available","Not available","Not available",-33.6954,21.640257,441,998,23,7,26,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","17-to-25 years"
s2lam162_231019,"Not available","Not available","Not available",-33.695388,21.640262,441,1010,23,10,19,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","17-to-25 years"
s2lam067_230822,"Not available","Not available","Not available",-33.5177,23.914987,440,593,23,8,22,"Wet season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam135_231107,"Not near (100 m) any water","Not available","None",-33.517668,23.914998,440,959,23,11,7,"Dry season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam029_231019,"Not available","Not available","Not available",-33.636328,21.629526,439,1010,23,10,19,"Dry season",Y,Y,,"Shrubland","Low: 0-500 m","No data or No Fire"
s2lam162_230726,"Not available","Not available","Not available",-33.6364,21.6295,439,983,23,7,26,"Wet season",Y,Y,,"Shrubland","Low: 0-500 m","No data or No Fire"
s2lam101_230605,"Not available","Not available","Not available",-33.624036,22.94,438,991,23,6,5,"Wet season",Y,Y,,"Grassland","High: >1000 m","1-to-6 years"
s2lam149_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.62405,22.940039,438,868,23,11,22,"Dry season",Y,Y,,"Grassland","High: >1000 m","1-to-6 years"
s2lam152_231109,"Not available","Not available","Not available",-33.926508,22.447298,437,992,23,11,9,"Dry season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam164_230725,"Not available","Not available","Not available",-33.9267,22.4473,437,1003,23,7,25,"Wet season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam072_231031,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-32.200103,19.080449,436,687,23,10,31,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam083_230811,"Not available","Not available","Not available",-32.2001,19.080454,436,1530,23,8,11,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam103_230726,"Not available","Not available","Not available",-33.6422,21.63967,435,983,23,7,26,"Wet season",Y,Y,,"Shrubland","Low: 0-500 m","25+ years"
s2lam103_231019,"Not available","Not available","Not available",-33.64218,21.639608,435,1010,23,10,19,"Dry season",Y,Y,,"Shrubland","Low: 0-500 m","25+ years"
s2lam038_231027,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.082716,22.968498,434,719,23,10,27,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam093_230718,"Not available","Not available","Not available",-34.082714,22.968474,434,574,23,7,18,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam101_230725,"Not available","Not available","Not available",-34.4052,20.561557,433,735,23,7,25,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","6-to-12 years"
s2lam101_231110,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-34.405165,20.561562,433,723,23,11,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","6-to-12 years"
s2lam144_230728,"Not available","Not available","Not available",-33.5052,23.6372,432,1864,23,7,28,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam151_231016,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.50516,23.637148,432,1164,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam021_230810,"Not available","Not available","Not available",-33.959,21.230158,431,882,23,8,10,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam157_231109,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.958958,21.230142,431,543,23,11,9,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam037_230805,"Not available","Not available","Not available",-32.53483,19.312273,430,842,23,8,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","25+ years"
s2lam112_231106,"Not near (100 m) any water","Old (> 17 yrs)","None",-32.534829,19.312288,430,697,23,11,6,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","25+ years"
s2lam093_231027,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.073685,22.954736,429,720,23,10,27,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam114_230718,"Not available","Not available","Not available",-34.07371,22.9547,429,575,23,7,18,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam041_230811,"Not available","Not available","Not available",-34.073445,23.226682,428,713,23,8,11,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam104_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.07349,23.226665,428,721,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam042_231025,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.033204,19.054828,427,700,23,10,25,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam092_230826,"Not available","Not available","Not available",-33.0332,19.0548,427,708,23,8,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam054_230812,"Not available","Not available","Not available",-34.8097,19.9537,426,780,23,8,12,"Wet season",Y,N,,"Grassland","Low: 0-500 m","No data or No Fire"
s2lam129_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.809642,19.953747,426,716,23,10,10,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam046_230705,"Not available","Not available","Not available",-32.1438,18.9753,425,1270,23,7,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","17-to-25 years"
s2lam166_231122,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","None",-32.143792,18.97529,425,416,23,11,22,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","17-to-25 years"
s2lam065_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.917247,19.900258,424,1006,23,10,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam121_230727,"Not available","Not available","Not available",-33.917342,19.9003,424,998,23,7,27,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam022_230726,"Not available","Not available","Not available",-33.6512,21.6421,423,1001,23,7,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam115_231019,"Not available","Not available","Not available",-33.651216,21.642073,423,1012,23,10,19,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam040_230703,"Not available","Not available","Not available",-34.001415,23.4019,422,571,23,7,3,"Wet season",Y,Y,"Estuary",,,
s2lam079_231011,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-34.001408,23.401946,422,722,23,10,11,"Dry season",Y,Y,"Estuary",,,
s2lam130_230821,"Not available","Not available","Not available",-33.529747,23.9018,421,808,23,8,21,"Wet season",Y,Y,,"Agriculture","Medium: 500-1000 m","No data or No Fire"
s2lam130_231108,"Not near (100 m) any water","Not available","None",-33.529775,23.901825,421,860,23,11,8,"Dry season",Y,Y,,"Agriculture","Medium: 500-1000 m","No data or No Fire"
s2lam089_230702,"Not available","Not available","Not available",-34.089634,18.4301,420,585,23,7,2,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam173_231124,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","Rare to Very Scattered",-34.089669,18.430236,420,428,23,11,24,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam159_230809,"Not available","Not available","Not available",-33.865,23.1524,419,708,23,8,9,"Wet season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","No data or No Fire"
s2lam160_231117,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.864918,23.152417,419,565,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","No data or No Fire"
s2lam101_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.798492,19.966638,418,696,23,10,10,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam140_230812,"Not available","Not available","Not available",-34.798518,19.966673,418,712,23,8,12,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam056_231118,"Not near (100 m) any water","Old (> 17 yrs)","Rare to Very Scattered",-34.001124,18.389408,417,998,23,11,18,"Dry season",Y,Y,"Seep","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam086_230820,"Not available","Not available","Not available",-34.0011,18.3895,417,1021,23,8,20,"Wet season",Y,Y,"Seep","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam041_231020,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-33.987151,22.646688,416,722,23,10,20,"Dry season",Y,Y,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam088_230711,"Not available","Not available","Not available",-33.987141,22.646673,416,559,23,7,11,"Wet season",Y,Y,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam002_230807,"Not available","Not available","Not available",-33.1192,18.0634,415,1104,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam085_231128,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.119229,18.063431,415,1281,23,11,28,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam086_231113,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.978089,20.815244,414,995,23,11,13,"Dry season",Y,N,,"Agriculture","Low: 0-500 m","1-to-6 years"
s2lam152_230712,"Not available","Not available","Not available",-33.978123,20.8151,414,716,23,7,12,"Wet season",Y,N,,"Agriculture","Low: 0-500 m","1-to-6 years"
s2lam051_230702,"Not available","Not available","Not available",-34.089149,18.417434,413,583,23,7,2,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam193_231124,"Not near (100 m) any water","Not available","Rare to Very Scattered",-34.089171,18.417448,413,424,23,11,24,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam131_231026,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.509753,20.621743,412,856,23,10,26,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam138_230802,"Not available","Not available","Not available",-33.5098,20.6217,412,717,23,8,2,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam041_231110,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.954832,23.154322,411,717,23,11,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_230804,"Not available","Not available","Not available",-33.9549,23.154352,411,723,23,8,4,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam026_230705,"Not available","Not available","Not available",-34.7229,19.76937,410,711,23,7,5,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam105_231016,"In or near (10 m) seep","Intermediate (6-17 yrs)","None",-34.723023,19.769303,410,563,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam111_230728,"Not available","Not available","Not available",-33.4937,23.6358,409,1864,23,7,28,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam142_231016,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.493645,23.635793,409,1163,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam049_230815,"Not available","Not available","Not available",-33.3468,21.982,408,1137,23,8,15,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam155_231005,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.346755,21.982045,408,817,23,10,5,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam032_230714,"Not available","Not available","Not available",-33.735526,21.936254,407,990,23,7,14,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam103_231010,"Not available","Not available","Not available",-33.735528,21.936247,407,1005,23,10,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam072_230704,"Not available","Not available","Not available",-32.394719,19.0885,406,1276,23,7,4,"Wet season",Y,N,,"Grassland","Medium: 500-1000 m","12-to-17 years"
s2lam192_231122,"Within 50 m of a river or stream","Old (> 17 yrs)","Rare to Very Scattered",-32.394764,19.088557,406,430,23,11,22,"Dry season",Y,N,,"Grassland","Medium: 500-1000 m","12-to-17 years"
s2lam149_231025,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.49175,20.48436,405,853,23,10,25,"Dry season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam151_230725,"Not available","Not available","Not available",-33.491749,20.484334,405,1000,23,7,25,"Wet season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam030_230826,"Not available","Not available","Not available",-33.025848,19.04976,404,709,23,8,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam112_231025,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.025866,19.049756,404,698,23,10,25,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam109_230702,"Not available","Not available","Not available",-34.0877,18.413357,403,584,23,7,2,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam174_231124,"Not near (100 m) any water","Not available","None",-34.08759,18.413293,403,424,23,11,24,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam029_230714,"Not available","Not available","Not available",-33.677914,21.8963,402,988,23,7,14,"Wet season",Y,N,,"Grassland","Low: 0-500 m","25+ years"
s2lam029_231010,"Not available","Not available","Not available",-33.677968,21.896282,402,1012,23,10,10,"Dry season",Y,N,,"Grassland","Low: 0-500 m","25+ years"
s2lam118_230815,"Not available","Not available","Not available",-33.3505,21.9647,401,1137,23,8,15,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","17-to-25 years"
s2lam144_231005,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.350492,21.964745,401,825,23,10,5,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","17-to-25 years"
s2lam077_230823,"Not available","Not available","Not available",-34.3277,18.8481,400,579,23,8,23,"Wet season",Y,N,"Seep","Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam134_231107,"In or near (10 m) seep","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.327681,18.848152,400,992,23,11,7,"Dry season",Y,N,"Seep","Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam022_230714,"Not available","Not available","Not available",-33.6837,21.9086,399,987,23,7,14,"Wet season",Y,N,,"Grassland","Medium: 500-1000 m","25+ years"
s2lam108_231010,"Not available","Not available","Not available",-33.68373,21.908625,399,1013,23,10,10,"Dry season",Y,N,,"Grassland","Medium: 500-1000 m","25+ years"
s2lam095_230710,"Not available","Not available","Not available",-34.0727,20.4507,398,1294,23,7,10,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam140_231009,"Within 50 m of a river or stream","Old (> 17 yrs)","Rare to Very Scattered",-34.072675,20.45068,398,1014,23,10,9,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam022_231106,"Not available","Not available","Not available",-33.66902,21.540404,397,1131,23,11,6,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam108_230808,"Not available","Not available","Not available",-33.669031,21.54034,397,975,23,8,8,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam063_231022,"Not near (100 m) any water","Intermediate (6-17 yrs)","Dense to Closed",-34.473159,20.45838,396,576,23,10,22,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam140_230822,"Not available","Not available","Not available",-34.4732,20.458351,396,731,23,8,22,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam038_230819,"Not available","Not available","Not available",-33.954595,23.514408,395,711,23,8,19,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam074_231125,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.95463,23.514409,395,563,23,11,25,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam017_230823,"Not available","Not available","Not available",-34.353714,18.890773,394,611,23,8,23,"Wet season",Y,N,,"Grassland","Low: 0-500 m","1-to-6 years"
s2lam017_231108,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.353702,18.890794,394,999,23,11,8,"Dry season",Y,N,,"Grassland","Low: 0-500 m","1-to-6 years"
s2lam003_231127,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.147425,18.012425,392,1288,23,11,27,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam097_230808,"Not available","Not available","Not available",-33.147448,18.0124,392,878,23,8,8,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam105_230630,"Not available","Not available","Not available",-34.617127,19.8952,391,571,23,6,30,"Wet season",Y,Y,"Wetland Flat","Water","Low: 0-500 m","No data or No Fire"
s2lam123_231010,"In or near (25 m) wetland","Intermediate (6-17 yrs)","None",-34.617115,19.89519,391,689,23,10,10,"Dry season",Y,Y,"Wetland Flat","Water","Low: 0-500 m","No data or No Fire"
s2lam016_230711,"Not available","Not available","Not available",-33.995115,22.6205,390,573,23,7,11,"Wet season",Y,Y,"Estuary","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam114_231020,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.99512,22.620577,390,722,23,10,20,"Dry season",Y,Y,"Estuary","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_230819,"Not available","Not available","Not available",-33.960687,23.543736,389,714,23,8,19,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_231125,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.960716,23.543741,389,564,23,11,25,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam117_230725,"Not available","Not available","Not available",-33.4712,20.6193,388,1014,23,7,25,"Wet season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam159_231025,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.47115,20.61933,388,852,23,10,25,"Dry season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam155_230812,"Not available","Not available","Not available",-33.5333,23.706488,387,702,23,8,12,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam159_231107,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.53329,23.706497,387,871,23,11,7,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam136_231028,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.751197,19.672204,386,1007,23,10,28,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam148_230820,"Not available","Not available","Not available",-34.7512,19.672272,386,854,23,8,20,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam044_230930,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.582328,23.436038,385,1146,23,9,30,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam160_230707,"Not available","Not available","Not available",-33.58233,23.436,385,1124,23,7,7,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
